feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
4.287462580492624,0.5666648130154898,-2.307161473768666,-0.39250637376914155,0.9482746393394439,3.056396149886108,-0.5872348838859062,0.5118628375303601,-0.7384527123627918,-0.09169681900526738,1.933120523372542,0.12900773059474435,2.9261697150467594,-0.008580167599160646,-2.307161473768666,-0.8049837887969136,0.9482746393394439,1
-1.680029185614258,-0.020984834500095695,-0.46111697304268195,0.38646973818382535,4.803865379380065,-2.741706986212613,-2.174445733241461,-0.16701884681007678,3.2539260443703477,-1.380914726462562,2.8265685733412527,-2.066859644602312,1.4952701505470112,-0.6992078639572632,-0.46111697304268195,-1.338743817448628,4.803865379380065,1
1.3478104867190415,0.02656501450627284,1.422085279357436,1.324932633723212,-0.365755557411764,-0.07971665350627122,0.44917445611640416,0.29328917995096176,-3.3035982575747775,0.607922414513671,1.5974541757671108,0.48088024502174875,0.08367954108494646,0.034553750621092186,1.422085279357436,0.4656294052380969,-0.365755557411764,0
-1.1412593961539776,-0.7280249179056072,1.9604274768293908,-1.3826520389575108,-0.9817272637138434,-1.357212774148666,-1.4924095918897389,0.5895927935447817,-1.1780690332523616,0.39425432603285004,2.962292626935444,2.537422442806364,-2.747271430785524,-1.0847464291322972,1.9604274768293908,-1.6880776108997495,-0.9817272637138434,2
1.858841925671034,1.650707773561862,0.5116627996282495,0.8997800637735148,4.454713762441542,-0.5922274757417882,0.10852601561306763,0.14748857710102412,1.3441356401104638,-1.66148771357173,0.42878244272025934,0.7333959547886082,1.3071126006469367,-0.4723533821052075,0.5116627996282495,-0.04156481654242383,4.454713762441542,1
-1.4164453321799724,1.040164766319709,2.141438608854851,1.8939736312433368,-0.8953505219076019,-3.7760277053005877,3.7019352259525684,-0.19275650577275424,-2.9803843603742926,-0.4695633484846127,5.236025766897756,0.5555129710613039,-5.100727310277266,-2.0891271386788803,2.141438608854851,-3.876922433592671,-0.8953505219076019,2
1.8562125666741847,0.2809576303549846,-0.1110026659049066,0.2312556472985971,1.069355158527619,0.06589286476449252,-2.6490983876040732,-1.211518098794029,3.7149919898392745,-0.2116890953895575,-2.55175559920698,0.274520532394094,1.4731177413589933,2.4195668337664493,-0.1110026659049066,2.231687815384888,1.069355158527619,3
1.6031217969226779,0.9016154578460174,-0.058507205983099775,0.6275274927315662,0.709233818779218,2.018899951139555,0.4206319230981652,0.08605214906631249,-3.8089885365070955,0.7997203105412531,2.923204717927462,2.0569760302979625,-1.6594483219048821,0.5570395793983973,-0.058507205983099775,0.7069973324418726,0.709233818779218,3
1.2543262918184332,0.5849511290452531,1.1478430926527277,-2.151239379909387,3.110583549962331,5.357530831265672,2.4994182002668146,0.7422983000396565,-1.8213791965699602,-0.5800893339118212,2.5104206829143836,-3.6401624523787928,1.1001324711132947,-0.18454934726141442,1.1478430926527277,-3.266603639658689,3.110583549962331,3
1.2808788656094574,0.9537699197654415,-1.2474987718623929,0.28828412889262506,1.4561514284903816,0.0550992312295675,4.928173829915317,2.1508320461928836,-4.504170655990764,-0.15639081131114874,0.21798153791638408,3.9322816091672483,-0.7937781379497149,-0.344282346974544,-1.2474987718623929,-0.8456892209634655,1.4561514284903816,2
